date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:57:17	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2010%20Dec%202019%2021:09:28%20GMT	https://phrikmedia.com.ng/newswing/fonts/fa-solid-900.eot?	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/fa-solid-900d41d.eot	(from https://phrikmedia.com.ng/newswing/css/font-awesome.min.css)
09:57:18	98996/98996	---M--	200	added ('OK')	font/woff	date:Tue,%2010%20Dec%202019%2021:09:28%20GMT	https://phrikmedia.com.ng/newswing/fonts/fa-solid-900.woff	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/fa-solid-900.woff	(from https://phrikmedia.com.ng/newswing/css/font-awesome.min.css)
09:57:18	6606/6606	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2018%20Oct%202021%2010:12:50%20GMT	https://phrikmedia.com.ng/newswing/fonts/Flaticon.eot	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/Flaticon.eot	(from https://phrikmedia.com.ng/newswing/css/flaticon.css)
09:57:19	193780/193780	---M--	200	added ('OK')	font/ttf	date:Tue,%2010%20Dec%202019%2021:09:28%20GMT	https://phrikmedia.com.ng/newswing/fonts/fa-solid-900.ttf	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/fa-solid-900.ttf	(from https://phrikmedia.com.ng/newswing/css/font-awesome.min.css)
09:57:19	6606/6606	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2018%20Oct%202021%2010:12:50%20GMT	https://phrikmedia.com.ng/newswing/fonts/Flaticon.eot?	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/Flaticond41d.eot	(from https://phrikmedia.com.ng/newswing/css/flaticon.css)
09:57:19	3292/3292	---M--	200	added ('OK')	font/woff2	date:Mon,%2018%20Oct%202021%2010:12:52%20GMT	https://phrikmedia.com.ng/newswing/fonts/Flaticon.woff2	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/Flaticon.woff2	(from https://phrikmedia.com.ng/newswing/css/flaticon.css)
09:57:20	4176/4176	---M--	200	added ('OK')	font/woff	date:Mon,%2018%20Oct%202021%2010:12:52%20GMT	https://phrikmedia.com.ng/newswing/fonts/Flaticon.woff	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/Flaticon.woff	(from https://phrikmedia.com.ng/newswing/css/flaticon.css)
09:57:20	6428/6428	---M--	200	added ('OK')	font/ttf	date:Mon,%2018%20Oct%202021%2010:12:52%20GMT	https://phrikmedia.com.ng/newswing/fonts/Flaticon.ttf	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/Flaticon.ttf	(from https://phrikmedia.com.ng/newswing/css/flaticon.css)
09:57:21	29246/29246	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Oct%202021%2010:12:50%20GMT	https://phrikmedia.com.ng/newswing/fonts/Flaticon.svg	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/Flaticon.svg	(from https://phrikmedia.com.ng/newswing/css/flaticon.css)
09:57:22	849145/849145	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Dec%202019%2021:09:28%20GMT	https://phrikmedia.com.ng/newswing/fonts/fa-solid-900.svg	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/fa-solid-900.svg	(from https://phrikmedia.com.ng/newswing/css/font-awesome.min.css)
09:57:22	27848/27848	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Oct%202023%2008:57:21%20GMT	https://phrikmedia.com.ng/newswing/css/owl.video.play.png	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/css/owl.video.play.png	(from https://phrikmedia.com.ng/newswing/css/owl.carousel.min.css)
09:57:23	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2018%20Oct%202021%2010:12:54%20GMT	https://phrikmedia.com.ng/newswing/fonts/lg.eot?n1z373	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/lgd641.eot	(from https://phrikmedia.com.ng/newswing/css/lightgallery.css)
09:57:23	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2018%20Oct%202021%2010:12:54%20GMT	https://phrikmedia.com.ng/newswing/fonts/lg.eot?	C:/Users/SAMUEL/Desktop/Samuel/PPS/SWiNG%20CRM/phrikmedia.com.ng/newswing/fonts/lgd41d.eot	(from https://phrikmedia.com.ng/newswing/css/lightgallery.css)
